730,200385.14726207394
570,42479.70641563722
105600,38524.23960069867
346110,24123.881685913977
381210,11445.243929717952
431960,10446.038685635907
289070,9702.40321755645
252950,9416.379856861262
306130,8580.524392135896
440,7994.364266181161
582660,7834.137271546082
4000,7466.864230358216
238960,7350.153624596049
281990,7154.879647711316
236390,6971.715716043884
252490,6893.850484049064
594570,6392.220598947097
286160,6354.949263570901
386360,6276.406319095366
291550,6165.025621595087
294100,5696.217769055276
39210,5584.905570358696
435150,4762.562611967976
387990,4513.909653433544
374320,4251.714874688085
203160,4184.009191157281
236850,4154.585646528052
10,4133.886713210904
489830,3995.733360436172
359550,3934.652540148556
34330,3798.7518362298297
304930,3416.761020310132
8930,3268.8177585724916
359320,3241.3262049204395
322330,3227.1520935174485
218620,3204.086877089743
230410,3195.6896617381863
438100,3036.9354975119923
255710,3035.4535896173074
394360,3012.5696388807555
107410,2907.8302924832224
275850,2632.4854439382907
271590,2630.072117112504
601510,2275.6110773085475
221380,2230.344485845424
518790,1976.9148475083762
311210,1930.73783190995
227300,1849.1191345102452
544730,1816.6904247817845
413150,1669.0170265462548
438040,1628.7307905438354
242760,1602.6455356499873
216150,1520.0586126551482
218230,1444.3838215750657
550,1437.50474542363
221100,1400.0819956208234
372000,1330.1283680769957
552990,1326.7415502304339
220200,1313.7742431567935
444200,1295.4142685423703
232090,1233.0480461984898
200210,1193.075254385103
322170,1180.1513296553458
383120,1163.2807202422173
214950,1163.253215704919
262060,1145.1219237107357
466240,1109.832061189517
8500,1098.8185638935074
304050,1087.9891872851504
268500,1032.7796225537513
389430,1032.501516819729
244210,1032.120204313469
3590,1024.0004960788435
365670,968.3120471423676
335300,966.6550284394525
22380,956.1052995283521
427520,949.3439952939989
12210,934.2993821034707
270880,925.4181664124685
377160,900.6705677420523
367520,881.6252633079657
445220,880.3145714691763
240,866.917521386677
287700,857.683142396304
380600,837.6468351099147
244850,827.3581283805624
266840,793.8286548110468
49520,791.3074167964687
251570,787.1719425958836
4700,771.3134173256094
264710,753.5876668512401
250900,749.8708906165575
314160,739.6748485130142
291480,738.9452341040267
105450,734.3829950747695
453480,718.5694341496119
109600,718.2440525997449
39140,698.4294080147386
387290,695.567428482208
