ID,name,releasedate,Asynchronous Multiplayer,Co-op,Co-op Campaign,Competitive,Local Co-Op,Local Multiplayer,Multiplayer,Online Co-Op,Party-Based RPG,PvE,PvP,Replay Value,Singleplayer,free_to_play,Casual,RPG,Massively_Multiplayer
485390,Machine Made: Rebirth,10-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
633460,Tannenberg,16-Nov-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
591960,Animation Throwdown: The Quest for Cards,05-May-17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
34870,Sniper Ghost Warrior 2,11-Mar-13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
208140,Endless Space,04-Jul-12,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
307960,IL-2 Sturmovik: Battle of Stalingrad,22-Oct-14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
324080,Rising World,03-Dec-14,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
201790,Orcs Must Die! 2,30-Jul-12,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
39680,The Guild II: Renaissance,28-Jul-10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
378720,Thea: The Awakening,20-Nov-15,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
40960,Stronghold 2,05-Oct-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
298630,The Escapists,13-Feb-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
24790,Command and Conquer 3: Tiberium Wars,13-Nov-09,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
313690,LEGO� Batman� 3: Beyond Gotham,11-Nov-14,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
427100,Fernbus Simulator,25-Aug-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
235600,Tom Clancy's Splinter Cell Blacklist,22-Aug-13,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
462780,Darksiders Warmastered Edition,29-Nov-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
600600,MakeThatMoney,22-Mar-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
377840,FINAL FANTASY IX,14-Apr-16,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
450540,"Hot Dogs, Horseshoes & Hand Grenades",05-Apr-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
493840,Marvel vs. Capcom: Infinite,19-Sep-17,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
717640,Reigns: Her Majesty,06-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
291410,Duelyst,23-Aug-16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
108200,Ticket to Ride,24-May-12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
45760,Ultra Street Fighter IV,07-Aug-14,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0
9200,RAGE,03-Oct-11,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
541210,Cold Waters,05-Jun-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
587260,Tokyo Xanadu eX+,08-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
584400,Sonic Mania,29-Aug-17,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0
397580,Moonbase 332,18-Sep-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428950,"Kivi, Toilet and Shotgun",15-Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
471710,Rec Room,28-Jun-16,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1
634160,Cattails,01-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
496300,Kingdom: New Lands,09-Aug-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
392780,Mondrian - Abstraction in Beauty,21-Sep-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
288470,Fable Anniversary,12-Sep-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16810,Sid Meier's Civilization IV: Colonization,23-Sep-08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
537800,Bomber Crew,19-Oct-17,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
395380,ANKI,24-Aug-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
268130,Heat Signature,21-Sep-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
234650,Shadowrun Returns,25-Jul-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
228180,Action! - Gameplay Recording and Streaming,08-May-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262280,Dungeons 2,24-Apr-15,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
402170,Puzzle Ball,01-Oct-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
248570,Toribash,16-May-14,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
576050,Other worlds India,20-Jan-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
235340,Prime World,31-Mar-14,0,1,0,1,0,0,1,1,0,0,1,1,0,1,0,1,1
726390,Scream Collector,26-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
242640,Styx: Master of Shadows,07-Oct-14,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
629030,Employee Recycling Center,15-May-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
532030,Dream Dealer,01-Oct-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
388440,Big Journey to Home,20-Aug-15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
527800,WAR CUBE,12-Sep-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
567640,Danganronpa V3: Killing Harmony,25-Sep-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
467390,Approaching Blocks,03-Jun-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
253250,Stonehearth,25-Jul-18,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
500940,Get The Gems,11-Nov-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
386700,The Oil Blue,06-Aug-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342180,Arizona Sunshine,06-Dec-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
515690,Warriors of Vilvatikta,26-Aug-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
41070,Serious Sam 3: BFE,22-Nov-11,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0
626010,Office Space: Idle Profits,18-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
255220,GRID Autosport,26-Jun-14,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
620940,Invisibox,18-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
539450,Crab Dub,19-Jan-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
214730,Space Rangers HD: A War Apart,17-Oct-13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
673610,Airport CEO,28-Sep-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
201230,EverQuest II,07-Dec-11,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1
383080,Sakura Clicker,29-Jul-15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0
451020,Battle Chasers: Nightwar,03-Oct-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
447990,Spectrubes,25-Mar-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
503820,A Detective's Novel,28-Jul-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413410,Danganronpa: Trigger Happy Havoc,18-Feb-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
280220,Creeper World 3: Arc Eternal,27-Mar-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2630,Call of Duty 2,13-Oct-06,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
209160,Call of Duty: Ghosts,25-Mar-14,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
487120,Citadel: Forged With Fire,26-Jul-17,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1
233130,Shadow Warrior,26-Sep-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
420290,Blackwake,24-Feb-17,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
42910,Magicka,25-Jan-11,0,1,0,0,1,1,1,1,0,0,0,0,1,0,0,1,0
9880,Champions Online,14-Jun-11,0,1,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1
361800,Tree of Life,17-Aug-17,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1
302670,Call to Arms,27-Apr-18,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
7940,Call of Duty 4: Modern Warfare,21-Nov-07,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0
302590,Of Guards And Thieves,16-Jul-14,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1
380,Half-Life 2: Episode One,01-Jun-06,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
415960,Energy Cycle,13-Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
360450,Kiai Resonance,23-Apr-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
520440,GUILTY GEAR Xrd -REVELATOR-,14-Dec-16,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
32440,LEGO� Star Wars�: The Complete Saga,12-Nov-09,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
461890,NORTH,27-Apr-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252150,Grimm,06-Jan-14,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
586140,BlazBlue Centralfiction,25-Apr-17,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0
253230,A Hat in Time,05-Oct-17,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
396750,EVERSPACE�,25-May-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
244930,SNOW,14-Feb-19,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1
383580,Flesh Eaters,03-May-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
208500,F1 2012,19-Sep-12,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
601340,Project of the Developer,28-Apr-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390670,Steel Ocean,12-Nov-15,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1
324800,Shadow Warrior 2,13-Oct-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
245170,Skullgirls,22-Aug-13,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
606330,Shadows 2: Perfidia,24-Mar-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
247000,Talisman: Digital Edition,25-Feb-14,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,0
354640,The Settlers Online,19-Aug-15,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
241600,Rogue Legacy,27-Jun-13,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
589870,Learn to Fly 3,12-May-17,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
412600,Lup,01-Apr-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287290,Resident Evil Revelations 2 / Biohazard Revelations 2,24-Feb-15,0,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0
331600,ONE PIECE PIRATE WARRIORS 3,27-Aug-15,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
619400,Fluffy Creatures VS The World,09-Apr-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
38410,Fallout 2,19-Aug-09,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
448640,Elements II: Hearts of Light,01-Apr-16,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
591560,Red Death,23-Mar-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
481510,Night in the Woods,21-Feb-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
519190,Next Day: Survival,21-May-18,0,1,0,0,0,0,1,0,0,1,1,0,1,0,0,1,0
210970,The Witness,26-Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
261110,Killer is Dead,23-May-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
201870,Assassin's Creed Revelations,30-Nov-11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
253880,Earth 2150 Trilogy,01-Nov-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39510,Gothic II: Gold Edition,13-Jan-10,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0
491530,Notruf 112,09-Nov-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
296490,GemCraft - Chasing Shadows,30-Apr-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
366090,Colony Survival,16-Jun-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
644930,They Are Billions,12-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
448630,Rabiez: Epidemic,04-Mar-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
450390,The Lab,05-Apr-16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
219150,Hotline Miami,23-Oct-12,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
261570,Ori and the Blind Forest,10-Mar-15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
222940,THE KING OF FIGHTERS XIII STEAM EDITION,13-Sep-13,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0
293260,Card Hunter,13-Jul-15,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0
246900,Viscera Cleanup Detail,23-Oct-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
332570,Amazing Frog?,21-Nov-14,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
591740,Sniper Fury,13-Jun-17,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1
705120,DeathComing,06-Nov-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
369990,"Gremlins, Inc.",10-Mar-16,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
249230,Risen 3 - Titan Lords,13-Aug-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
230190,War for the Overworld,02-Apr-15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
351030,Pixel Puzzles Ultimate,09-Sep-16,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0
376730,Monument,05-Jun-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
535260,Save Home,30-Sep-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24810,Command and Conquer 3: Kane's Wrath,13-Nov-09,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
341800,Keep Talking and Nobody Explodes,08-Oct-15,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
655780,Project 5: Sightseer,04-Dec-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
732730,Red Crucible�: Reloaded,22-Nov-17,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
530070,Train Sim World: CSX Heavy Haul,16-Mar-17,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0
322500,SUPERHOT,25-Feb-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
12220,Grand Theft Auto: Episodes from Liberty City,12-Apr-10,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
512470,The Pirate: Caribbean Hunt,24-Aug-16,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
528070,Solitaire Beach Season,10-Oct-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
493370,Ragnarok Clicker,03-Aug-16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
271240,Offworld Trading Company,28-Apr-16,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
515470,Hyper color ball,02-Sep-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
324310,Bus Simulator 16,02-Mar-16,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0
290300,Rebel Galaxy,20-Oct-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
301640,Zombie Army Trilogy,06-Mar-15,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
644570,Material Girl,20-Jun-17,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0
400250,Heaven Island - VR MMO,23-Dec-15,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
409720,BioShock 2 Remastered,15-Sep-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
9480,Saints Row 2,07-Jan-09,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,0,0
425340,Space Moth DX,22-Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24740,Burnout Paradise: The Ultimate Box,12-Mar-09,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0
463210,State of Anarchy,27-Apr-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
24800,Command and Conquer: Red Alert 3 - Uprising,06-Oct-09,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
480430,Hide and Shriek,19-Oct-17,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
209660,Call of Duty: Advanced Warfare - Multiplayer,03-Nov-14,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
283640,Salt and Sanctuary,17-May-16,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
428900,"Linea, the Game",04-Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
523150,Mahjong World Contest,07-Oct-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
383150,Dead Island Definitive Edition,31-May-16,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
372800,RPG MO,18-Aug-15,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
427490,Shadowhand,07-Dec-17,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0
220440,DmC Devil May Cry,24-Jan-13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15370,Heroes of Might & Magic V: Tribes of the East,10-Oct-08,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
326160,Shroud of the Avatar: Forsaken Virtues,27-Mar-18,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1
30,Day of Defeat,01-May-03,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
22300,Fallout 3,28-Oct-08,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
431600,Automobilista,24-Aug-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
223330,Sea Dogs: To Each His Own,06-Dec-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
272270,Torment: Tides of Numenera,27-Feb-17,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
327030,Worms W.M.D,23-Aug-16,0,1,0,0,1,1,1,0,0,0,0,0,1,0,1,0,0
438010,PulseCharge,27-Jan-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
294860,Valkyria Chronicles�,11-Nov-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
444480,Broken Dreams,19-Feb-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
263560,Paper Sorcerer,22-Jan-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
296300,Ballistic Overkill,28-Mar-17,0,0,0,0,0,0,1,1,0,0,1,0,1,1,1,0,1
404410,Endless Sky,30-Oct-15,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0
304650,Sunless Sea,06-Feb-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
230230,Divinity: Original Sin (Classic),30-Jun-14,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0
570840,Nekojishi,12-Nov-17,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
496240,Onward,29-Aug-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
412170,City of Chains,08-Dec-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11610,Dragon Nest,18-Dec-12,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1
330070,VEGAS Movie Studio 13 Platinum - Steam Powered,05-Feb-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544610,Battlestar Galactica Deadlock,31-Aug-17,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0
512900,Streets of Rogue,10-Mar-17,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0
362620,Software Inc.,01-May-15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15170,Heroes of Might & Magic V,13-May-08,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
408760,Pro Cycling Manager 2016,16-Jun-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
518030,Aim Hero,05-Sep-16,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
477770,Ride 2,07-Oct-16,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
658160,ClickRaid,20-Oct-17,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
321800,Icewind Dale: Enhanced Edition,30-Oct-14,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0
22100,Mount & Blade,03-Nov-08,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0
21130,Lego Harry Potter,25-Jun-10,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
203350,King's Bounty: Warriors of the North,25-Oct-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
252690,Fantasy Grounds,09-May-14,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0
367450,Poly Bridge,12-Jul-16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
73170,Darkest Hour: A Hearts of Iron Game,08-Apr-11,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
311860,Data Hacker: Initiation,21-Jul-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
482920,Hero Zero,05-Jul-16,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1
568570,Force of Nature,13-Dec-16,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
394690,Tower Unite,08-Apr-16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
64000,Men of War: Assault Squad,24-Feb-11,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
227860,Castle Story,17-Aug-17,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
429050,Feed and Grow: Fish,08-Jan-16,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
209650,Call of Duty: Advanced Warfare,03-Nov-14,0,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0
304730,Train Fever,04-Sep-14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
